time,temperature_2m_max(c),temperature_2m_min(c),temperature_2m_mean,precipitation_sum(mm),rain_sum(mm),snowfall_sum(cm),wind_speed_10m_max(km/h),wind_gusts_10m_max(km/h),wind_direction_10m_dominant
01-01-1981,10.4,0.2,5.7,0,0,0,25.2,42.1,25
02-01-1981,5.8,0.2,2.5,0,0,0,19.2,36,24
03-01-1981,6.9,0.4,3.7,0,0,0,13.3,25.6,30
04-01-1981,8.9,2.7,6.2,0.5,0.5,0,15.4,26.6,17
05-01-1981,6.4,2.9,4.5,9.7,9.7,0,20.6,34.6,10
06-01-1981,3.8,2.3,2.8,7.5,7.5,0,23.1,38.5,6
07-01-1981,4.4,2.5,3.4,2.8,2.3,0.35,18.3,31.3,3
08-01-1981,6.8,2.6,4.8,2.1,2.1,0,15.1,24.5,358
09-01-1981,5.1,4.2,4.6,5.7,5.7,0,13.7,24.1,337
10-01-1981,9,0.5,4.8,0,0,0,17.8,29.9,322
11-01-1981,9.9,-0.9,4,0,0,0,9.3,17.6,240
12-01-1981,11.9,-0.2,5.7,0,0,0,11.3,17.6,209
13-01-1981,13,0.9,6.9,0,0,0,10.7,15.1,175
14-01-1981,14.6,1.6,8.4,0,0,0,21,35.6,159
15-01-1981,9.9,0.9,5.5,0,0,0,26.1,46.1,18
16-01-1981,6.4,0,2.8,0,0,0,21.7,38.5,19
17-01-1981,8.2,0.2,4,0,0,0,10.9,19.4,150
18-01-1981,12.7,1.9,8,0,0,0,18.4,31.3,21
19-01-1981,9.8,4.8,6.5,0,0,0,20.6,35.6,4
20-01-1981,10.6,3.3,6.4,1.9,1.9,0,24.5,40,3
21-01-1981,3.4,2.8,3.1,6,6,0,24.5,40.3,9
22-01-1981,7,3.2,5.8,2.4,2.4,0,17.1,29.9,46
23-01-1981,13.6,4,8.3,8,8,0,22.3,37.8,337
24-01-1981,3.7,1.9,2.8,11.9,11.9,0,25.6,45.4,9
25-01-1981,3.3,-0.1,1.5,6.7,5.5,1.05,26.6,43.9,18
26-01-1981,0.1,-1.2,-0.6,0.1,0,0.42,25.7,45,19
27-01-1981,0.3,-1,-0.4,0,0,0.14,18.9,34.2,10
28-01-1981,1.6,-0.6,1.1,5.4,5.4,0,13.1,23.4,359
29-01-1981,2,1,1.5,3.8,3.8,0,18.8,31.7,360
30-01-1981,3.3,1.1,2.1,11.3,11.3,0,17.7,31,352
31-01-1981,3.2,-1,1.7,5.5,5.5,0,12.6,21.2,332
01-02-1981,7.2,-0.4,3.3,0,0,0,8.7,14.4,2
02-02-1981,7.3,2.5,4.7,2.8,2.8,0,12.6,20.9,350
03-02-1981,8.1,1.2,4.4,0,0,0,20.8,35.6,12
04-02-1981,9.7,1.6,6.4,0,0,0,14.1,25.9,21
05-02-1981,6.1,2.9,4.8,1.9,1.9,0,16,26.3,355
06-02-1981,9.8,1.2,5.5,0,0,0,16.2,27.7,6
07-02-1981,11.1,2,6,0,0,0,7.9,15.8,14
08-02-1981,10.9,2,7.1,0,0,0,8.8,12.2,201
09-02-1981,12.9,3,7.4,0,0,0,10.5,16.6,22
10-02-1981,13,3.7,8.4,0,0,0,10,16.9,345
11-02-1981,14.7,4.6,10.5,5,5,0,14.4,24.8,178
12-02-1981,21.8,10.4,16.6,4.2,4.2,0,20.2,32.8,189
13-02-1981,14.3,8.1,11.5,1.2,1.2,0,15.9,28.1,355
14-02-1981,18.4,8.9,13.9,0,0,0,10.7,20.2,95
15-02-1981,19.6,8.4,15.6,53.5,53.5,0,30.6,60.5,35
16-02-1981,7.8,3.3,5.3,0.4,0.4,0,33.2,54.7,12
17-02-1981,5.6,3.4,5,4.2,4.2,0,21.6,37.1,9
18-02-1981,7.9,5.8,7,11.3,11.3,0,18,29.2,4
19-02-1981,7.7,6.8,7.2,0.7,0.7,0,13.9,25.2,339
20-02-1981,8.8,3.8,6.5,0,0,0,18.2,29.9,1
21-02-1981,11.6,4.7,9.3,16.9,16.9,0,9,17.6,126
22-02-1981,13.2,9.4,11.1,23.6,23.6,0,16.8,49,9
23-02-1981,10.9,5.9,8.2,13.5,13.5,0,30.4,51.5,11
24-02-1981,7,3.9,5.7,1.3,1.3,0,26.5,47.2,20
25-02-1981,6.6,1,3.8,0.3,0.3,0,21,35.6,28
26-02-1981,5.4,0.9,3.2,0,0,0,19.8,34.6,41
27-02-1981,3.3,1,2.2,0,0,0.14,17.1,31,85
28-02-1981,5.2,2.7,4.7,20.2,20.2,0,15.9,25.9,8
01-03-1981,5.6,3.8,4.6,6.4,6.4,0,20.6,33.5,2
02-03-1981,8.1,4.8,6.6,11.3,11.3,0,12.8,23.4,4
03-03-1981,8.6,5.8,7.2,6.7,6.7,0,10,19.1,345
04-03-1981,14.1,3.5,9,0.1,0.1,0,10.5,19.4,223
05-03-1981,15.6,6.2,11.5,0.8,0.8,0,16.8,28.1,10
06-03-1981,15.1,3.9,9.9,0,0,0,20.5,36.7,345
07-03-1981,17,6.1,12,3,3,0,15.9,25.6,151
08-03-1981,17.6,8.2,13.1,1.2,1.2,0,17,29.2,359
09-03-1981,16.8,8.6,12.2,0,0,0,15.2,26.6,16
10-03-1981,16,9.5,13.3,6.5,6.5,0,14.1,24.5,71
11-03-1981,13.6,11.5,12.4,40.9,40.9,0,10.2,37.1,85
12-03-1981,14.9,11.8,13.1,6.6,6.6,0,10.1,39.2,354
13-03-1981,17.5,12.6,15.5,7.7,7.7,0,12,20.5,351
14-03-1981,20.1,10.2,15.1,0.3,0.3,0,20.8,34.9,11
15-03-1981,16.6,11,13.1,1.4,1.4,0,15.3,25.9,17
16-03-1981,14.9,10.1,11.7,0.5,0.5,0,10,25.2,87
17-03-1981,14.4,11.7,13.4,35.6,35.6,0,11.9,21.2,47
18-03-1981,16,12.8,14.2,1.4,1.4,0,13.6,23.8,345
19-03-1981,19.2,13.3,15.7,0,0,0,14.1,25.6,12
20-03-1981,19.5,10.8,15.1,0.1,0.1,0,13.2,24.1,25
21-03-1981,19.7,12.6,16.3,2.6,2.6,0,12.6,29.2,100
22-03-1981,21.2,15.2,18,9.3,9.3,0,16.1,32.4,130
23-03-1981,20.6,15.6,18.6,21,21,0,24.2,46.8,160
24-03-1981,18,10.1,13.6,20.7,20.7,0,24.9,45,327
25-03-1981,19.8,11.6,15.3,0,0,0,12,20.2,328
26-03-1981,21,13.9,17.2,0.1,0.1,0,10,22.3,65
27-03-1981,21.8,16.2,18.8,16.1,16.1,0,14.9,45,161
28-03-1981,17.6,13.2,15.5,17.6,17.6,0,20.6,41,8
29-03-1981,13.7,10.6,12.1,21.7,21.7,0,21.1,41.4,4
30-03-1981,14.3,11,13,1.7,1.7,0,14.6,30.6,12
31-03-1981,20.5,13.6,17.7,2.2,2.2,0,10,31.3,56
01-04-1981,21.6,11.2,15.3,27.8,27.8,0,26.1,51.5,12
02-04-1981,12.2,10.6,11.4,24.9,24.9,0,23.1,42.1,30
03-04-1981,13.2,11,12.1,26.4,26.4,0,13,50.8,5
04-04-1981,13.6,11.2,12.2,10.9,10.9,0,16,34.6,357
05-04-1981,16.2,12.1,14.4,3.4,3.4,0,14.9,27.7,1
06-04-1981,18.1,13.4,15.8,3.2,3.2,0,18.5,30.6,56
07-04-1981,13.9,12.7,13.3,29,29,0,16.9,33.1,47
08-04-1981,15.2,13.1,14.3,13.1,13.1,0,12.2,24.8,349
09-04-1981,21.5,13.2,17.1,0,0,0,11.6,19.8,21
10-04-1981,19,14.9,17.2,12.7,12.7,0,8.8,25.9,42
11-04-1981,20.8,17.3,18.8,11.7,11.7,0,10.8,19.1,15
12-04-1981,20.5,14.3,17.5,5.1,5.1,0,19.9,32.8,8
13-04-1981,23,15.1,19.1,1.4,1.4,0,22.2,38.9,70
14-04-1981,17.4,15.8,17,28.6,28.6,0,15.3,32.4,123
15-04-1981,23.2,16.4,19.7,0.1,0.1,0,12.9,22,158
16-04-1981,26.3,18.3,22.4,0,0,0,14.5,24.5,74
17-04-1981,29.1,21.4,24.3,4.4,4.4,0,17.3,32.4,157
18-04-1981,23.2,14.4,17.7,23.2,23.2,0,29.9,51.1,7
19-04-1981,19.6,14.6,16.4,0.1,0.1,0,23.2,39.6,23
20-04-1981,20.6,15.1,17.4,0.9,0.9,0,15.2,24.1,88
21-04-1981,21.7,15.9,18.5,0,0,0,10.2,23,173
22-04-1981,24.5,17.6,20.7,0.2,0.2,0,10.4,17.3,137
23-04-1981,25,19.2,21.8,0,0,0,16.4,29.2,158
24-04-1981,25.8,15.1,19,0.6,0.6,0,35.6,59,17
25-04-1981,19.6,15,17.1,1.4,1.4,0,18.2,31.3,24
26-04-1981,18.9,15.4,17.1,2.9,2.9,0,11.9,22.3,181
27-04-1981,23.2,17.9,20.5,0.6,0.6,0,10.2,20.2,162
28-04-1981,24,20.5,22.4,5.2,5.2,0,9.6,17.3,356
29-04-1981,26.9,18.5,22.4,0,0,0,16,27.4,15
30-04-1981,27.8,20.7,24.5,4.2,4.2,0,14.6,27,151
01-05-1981,29.2,22.8,25.1,11.8,11.8,0,20,42.5,184
02-05-1981,23.5,11.6,16.9,38.4,38.4,0,42.2,69.1,19
03-05-1981,17.9,10.9,14.7,0.2,0.2,0,18.8,31.3,3
04-05-1981,21.5,15.7,19,0,0,0,7.2,16.2,175
05-05-1981,24.8,16.6,20.2,0,0,0,13.8,25.2,190
06-05-1981,27.2,18.8,22.7,0,0,0,18.8,32.8,185
07-05-1981,29.8,21.5,24.9,0,0,0,18.6,32.8,182
08-05-1981,31,23.3,26.4,0,0,0,20.6,35.6,182
09-05-1981,32.3,24.5,27.8,0,0,0,17.1,37.8,176
10-05-1981,29.4,22.8,25.7,32.9,32.9,0,35.6,54.7,205
11-05-1981,21.6,15.2,16.5,7.9,7.9,0,42.1,70.2,30
12-05-1981,21.2,16.2,18.3,0,0,0,18.8,35.3,74
13-05-1981,21,16.8,19,11.5,11.5,0,10.8,33.1,93
14-05-1981,20,17.8,18.9,14.1,14.1,0,9.5,25.2,335
15-05-1981,25.4,17.1,21,0,0,0,13.4,24.8,329
16-05-1981,27.5,17.5,22,0,0,0,13.5,23.4,331
17-05-1981,28,21.4,24.9,0,0,0,5.1,15.5,107
18-05-1981,28.2,19.2,22.9,0,0,0,22.5,40.3,22
19-05-1981,24.1,17.6,20.3,9.5,9.5,0,15.8,26.6,10
20-05-1981,19.2,17.2,18,11.2,11.2,0,14.3,25.2,54
21-05-1981,22.1,17.7,20.3,0.1,0.1,0,9.5,20.9,35
22-05-1981,24.6,18.8,21.4,14.1,14.1,0,12.4,24.1,337
23-05-1981,24.4,17.7,21,0.1,0.1,0,12.1,25.9,339
24-05-1981,26.4,20.4,23,0,0,0,8.4,16.2,121
25-05-1981,27.8,22,24,10.7,10.7,0,15.7,25.9,188
26-05-1981,24,22.4,23.5,68.2,68.2,0,14,33.8,189
27-05-1981,27.5,21.8,24.3,9.9,9.9,0,14.2,24.5,315
28-05-1981,29.6,22.4,25.5,0,0,0,18,31,29
29-05-1981,24.6,17.2,20.6,44.2,44.2,0,32.4,56.5,20
30-05-1981,23.4,18.2,20.3,0,0,0,16.6,29.9,16
31-05-1981,23.9,20,22,1,1,0,15.6,26.6,53
01-06-1981,22.5,18.2,20.6,0,0,0,19,31.7,72
02-06-1981,25,19.8,22.6,0.5,0.5,0,16.3,29.2,87
03-06-1981,25,21.1,22.6,6.7,6.7,0,11.6,20.9,47
04-06-1981,23.9,21.2,22.1,0.7,0.7,0,12,22,60
05-06-1981,25.5,18.8,22.1,0,0,0,10.9,21.6,87
06-06-1981,27.5,21.6,24.7,0,0,0,10.5,20.5,133
07-06-1981,27.1,23.2,25,0,0,0,14.5,25.2,153
08-06-1981,29.5,24.1,26.4,0,0,0,17.4,29.5,144
09-06-1981,31.2,25.5,28.2,0,0,0,17.2,33.1,166
10-06-1981,29.5,21.9,24.9,13.1,13.1,0,22,38.2,6
11-06-1981,22.4,19.9,21.3,19.3,19.3,0,20.4,32.8,19
12-06-1981,25.4,20.4,22.8,0,0,0,21.1,35.6,28
13-06-1981,27.6,20.2,23.7,0,0,0,19.6,32.8,17
14-06-1981,28.5,22.2,25.1,0,0,0,16.7,28.8,24
15-06-1981,30.4,23.9,26.9,0,0,0,11.3,22.3,76
16-06-1981,31.2,25.7,28.4,0,0,0,10.5,19.4,74
17-06-1981,32.9,27.1,29.9,0.2,0.2,0,10.9,24.8,131
18-06-1981,33.7,28.5,31,0,0,0,13,24.8,161
19-06-1981,34.2,28.2,31.4,0,0,0,8.9,19.4,94
20-06-1981,35,28.5,31.9,0,0,0,11.7,25.2,130
21-06-1981,35.6,28.4,32,10,10,0,15.5,27,326
22-06-1981,31,26.5,28.4,7.8,7.8,0,18.7,32.8,34
23-06-1981,31.6,27.8,29.3,7.4,7.4,0,16.9,31,146
24-06-1981,31.8,27.9,29.9,0.5,0.5,0,28,48.6,195
25-06-1981,32,28.2,29.8,0,0,0,30.1,51.8,199
26-06-1981,31.7,28.1,29.8,0.8,0.8,0,27.5,43.9,199
27-06-1981,32,27.5,29.8,1.2,1.2,0,24.5,38.9,205
28-06-1981,27.9,24,25.5,109.1,109.1,0,14.8,47.2,338
29-06-1981,27,24.5,25.5,45.4,45.4,0,16.9,37.8,115
30-06-1981,26.6,25.3,26,21.1,21.1,0,23.4,54.7,161
01-07-1981,26.9,25.1,26,20.1,20.1,0,26.5,54.7,181
02-07-1981,31.3,26.3,28.8,0,0,0,23.5,41,176
03-07-1981,32.8,27.8,29.9,0,0,0,22.4,38.2,188
04-07-1981,33,27.8,29.8,0,0,0,20.3,37.1,191
05-07-1981,33.6,27.1,30.4,0,0,0,19.6,36.4,188
06-07-1981,35.1,29,32.3,0,0,0,14.5,26.3,169
07-07-1981,33.5,28,30.8,0,0,0,16.4,30.2,186
08-07-1981,33.2,27.8,30.1,0,0,0,23.7,44.6,201
09-07-1981,32.8,28.4,30.3,0,0,0,18.5,34.6,194
10-07-1981,33.2,28.5,30.5,0.4,0.4,0,21.1,38.9,196
11-07-1981,31.3,25.4,27.8,24.2,24.2,0,19.1,38.9,209
12-07-1981,28.5,26.5,27.6,30.3,30.3,0,11.5,32,150
13-07-1981,33.9,28.3,30.7,0,0,0,15.6,29.2,170
14-07-1981,34.1,28.2,31.1,0,0,0,17.1,30.6,159
15-07-1981,34.2,28.2,31.3,0,0,0,17.5,31.7,163
16-07-1981,34.6,28.4,31.6,0.1,0.1,0,13.3,25.9,141
17-07-1981,35.5,29.4,32.2,0.1,0.1,0,15.8,25.6,78
18-07-1981,33.6,27.8,31,0,0,0,15.6,26.3,91
19-07-1981,33.5,27.4,30.5,0,0,0,24.5,39.6,51
20-07-1981,32.3,27,29.3,0.2,0.2,0,27,50.4,29
21-07-1981,33.2,27.5,29.9,0.5,0.5,0,21.4,38.2,52
22-07-1981,33.2,27.2,30.1,0,0,0,18.1,35.6,57
23-07-1981,33.3,26,29.2,4.1,4.1,0,18.5,35.3,19
24-07-1981,32.9,26.6,29.5,3.6,3.6,0,21.7,37.8,212
25-07-1981,29.4,25.9,27.2,46.3,46.3,0,22.1,42.5,194
26-07-1981,30.1,26.5,27.6,19.2,19.2,0,16.3,31,197
27-07-1981,30.8,27.1,28.8,11.4,11.4,0,16.6,28.8,185
28-07-1981,31.9,26.9,29.1,1.3,1.3,0,20.3,37.4,187
29-07-1981,32.3,27.1,29.3,0.3,0.3,0,19.5,35.3,196
30-07-1981,31.3,25.9,28.3,29,29,0,10.1,22.3,186
31-07-1981,30.2,26.1,27.8,13,13,0,8.4,29.9,138
01-08-1981,32.5,27.5,29.8,0.1,0.1,0,11.4,20.9,99
02-08-1981,32.2,27.6,29.7,0,0,0,10.9,22,108
03-08-1981,32.8,28.3,30.5,0.2,0.2,0,11.9,23.8,135
04-08-1981,33.8,28.2,31,1.1,1.1,0,12.2,19.8,23
05-08-1981,31.8,27,29.4,1.5,1.5,0,16.5,30.6,20
06-08-1981,33.5,28.2,31.1,0.1,0.1,0,9.2,18,157
07-08-1981,34.9,29.5,32.2,0.5,0.5,0,10.3,21.6,187
08-08-1981,36.2,29,32.9,18.9,18.9,0,18.4,36.4,29
09-08-1981,35.3,29.2,31.8,6.9,6.9,0,12.7,28.4,92
10-08-1981,34.5,29.2,31.6,0,0,0,19.6,37.1,196
11-08-1981,32.7,26.8,29,13.2,13.2,0,17.7,31,11
12-08-1981,31.5,27,28.6,6,6,0,15.5,29.9,9
13-08-1981,31.7,27.5,29.1,10.2,10.2,0,11.2,24.8,36
14-08-1981,31.9,27.5,29.3,3.1,3.1,0,12,22.3,59
15-08-1981,32.5,28,29.9,1.7,1.7,0,11.9,22,140
16-08-1981,33.3,28.3,30.5,0.2,0.2,0,15.2,28.4,178
17-08-1981,34.1,28.2,31.2,0.1,0.1,0,12.4,25.9,191
18-08-1981,34.7,29.4,31.9,0,0,0,14.9,23,32
19-08-1981,35,30.2,32.2,0,0,0,8.7,17.3,142
20-08-1981,35.6,29,32.1,0.5,0.5,0,13.4,27,215
21-08-1981,35.5,28.9,31.9,0.7,0.7,0,14.5,23.8,105
22-08-1981,35.1,28.8,31.3,7.9,7.9,0,15,34.9,141
23-08-1981,34.5,30,32.1,1.4,1.4,0,15.5,29.5,162
24-08-1981,34.8,30,32.1,0,0,0,20,36.7,181
25-08-1981,34.6,26.2,29.8,9.5,9.5,0,19.7,30.6,349
26-08-1981,29,24.8,26.5,3.9,3.9,0,23.6,41.8,10
27-08-1981,28.9,24.8,26.7,0,0,0,15.9,30.6,43
28-08-1981,30.5,25.8,28.2,0.1,0.1,0,14.5,24.5,20
29-08-1981,32,26.5,29.1,0,0,0,16.8,28.4,16
30-08-1981,32.5,26.4,29.1,0,0,0,19.3,32.4,15
31-08-1981,31.6,26.8,28.8,0,0,0,23.1,39.6,360
01-09-1981,31.8,25.5,28.7,0.5,0.5,0,20.1,32,1
02-09-1981,30.6,25.5,27.6,1.7,1.7,0,19.6,34.6,339
03-09-1981,29.6,24.4,27,0,0,0,15.6,27.4,10
04-09-1981,30.2,24.4,27.1,0,0,0,20.5,36.4,22
05-09-1981,31.1,24,27.4,0,0,0,20.8,36,26
06-09-1981,30.2,23.5,26.7,0,0,0,18.8,31.7,30
07-09-1981,30.5,24.4,27.3,0,0,0,15.6,26.6,19
08-09-1981,31.8,25.5,28.5,0,0,0,18.8,29.9,15
09-09-1981,29.5,21.1,24.4,2.3,2.3,0,27.3,44.6,15
10-09-1981,23.8,19.4,20.9,4.2,4.2,0,22.9,39.2,13
11-09-1981,23.4,19.6,21.5,7.8,7.8,0,19.7,31.3,16
12-09-1981,20.5,19.2,19.7,10.5,10.5,0,22.6,38.2,23
13-09-1981,22.1,18.2,20.4,3.3,3.3,0,19.2,31,31
14-09-1981,22.6,18.5,20.6,3,3,0,18.7,32,41
15-09-1981,23.2,18.8,20.8,0,0,0,15.4,27.7,47
16-09-1981,25,19.9,22.1,0,0,0,13,25.2,40
17-09-1981,26.3,21.6,23.8,0.5,0.5,0,8.4,16.2,27
18-09-1981,27.3,21.3,24.3,0,0,0,7.6,14.8,46
19-09-1981,29.2,22,25.4,0,0,0,13,21.6,21
20-09-1981,30,22.1,25.5,0,0,0,19.2,29.9,29
21-09-1981,30,23.2,26,0,0,0,21.6,35.3,41
22-09-1981,26,22.5,23.5,25,25,0,22.2,37.1,41
23-09-1981,28.4,22.8,25.3,6.9,6.9,0,17.6,27.4,19
24-09-1981,27.4,22,24.3,0.5,0.5,0,19,33.5,3
25-09-1981,27.5,21.9,24.4,0,0,0,20,32,12
26-09-1981,28.5,23,25.6,0,0,0,11.6,21.6,33
27-09-1981,29.1,22.2,25.9,0.3,0.3,0,21.7,35.3,22
28-09-1981,27.4,20.2,23.6,0,0,0,23,39.6,23
29-09-1981,26.9,20,23.3,0,0,0,20.8,34.2,21
30-09-1981,27,20.7,23.5,0,0,0,18.4,31.7,12
01-10-1981,26.3,19.8,21.9,0,0,0,20.5,35.6,3
02-10-1981,23.5,19,21.2,6.8,6.8,0,18.3,29.2,22
03-10-1981,22,19.1,20.2,5.5,5.5,0,19,32.4,11
04-10-1981,24.5,18.9,21,0,0,0,18.8,29.5,351
05-10-1981,23.5,19.2,21,0.6,0.6,0,17.6,32.4,6
06-10-1981,24.3,19,20.9,14.7,14.7,0,17.7,44.6,356
07-10-1981,20.5,18.1,19.4,43.5,43.5,0,18.6,39.6,346
08-10-1981,18.3,11.6,14.4,21.1,21.1,0,38.5,65.9,5
09-10-1981,16.6,10.1,13.5,0,0,0,13.5,25.6,2
10-10-1981,17.2,13.1,15.1,2.8,2.8,0,9.3,18,199
11-10-1981,15.8,12.6,14.4,2.3,2.3,0,6.9,19.4,88
12-10-1981,20.2,14.4,17,0,0,0,9.7,16.2,348
13-10-1981,22.1,15.9,18.8,0,0,0,21.3,35.6,22
14-10-1981,21,15.2,17.6,0,0,0,19.2,34.2,27
15-10-1981,21.8,15.9,18.6,1.8,1.8,0,13.1,22,28
16-10-1981,21,17.3,19.1,14,14,0,9.8,32.8,28
17-10-1981,21.8,18.6,19.8,29.3,29.3,0,23.9,39.6,17
18-10-1981,21.3,17.8,19.2,5.8,5.8,0,21.2,35.6,20
19-10-1981,19.4,17.5,18.4,1.2,1.2,0,22.9,35.6,14
20-10-1981,22,17.5,19.1,0,0,0,19.7,32,11
21-10-1981,23.5,15,19.7,5.1,5.1,0,32.8,55.1,357
22-10-1981,14.9,9.6,12.2,0,0,0,37.1,61.6,8
23-10-1981,13.9,7.5,11.2,0,0,0,16.2,28.4,311
24-10-1981,15.9,10.2,13.1,0,0,0,5.5,16.9,234
25-10-1981,17.8,11.7,14.4,0,0,0,10.9,19.1,22
26-10-1981,19.6,12.2,15.6,0,0,0,11.2,22.3,47
27-10-1981,21.8,14.6,17.8,0,0,0,19.3,29.9,351
28-10-1981,15.4,9.8,13.3,0.7,0.7,0,19.1,29.9,332
29-10-1981,18.2,12.2,14.9,0,0,0,4.3,13,37
30-10-1981,19.2,14.7,17,5.7,5.7,0,9,17.3,124
31-10-1981,21.5,15.8,18.4,3.2,3.2,0,20.7,34.2,31
01-11-1981,16.8,12.4,14.3,35.6,35.6,0,23,48.6,349
02-11-1981,15.1,11.4,13.3,0,0,0,14.2,21.2,344
03-11-1981,18.5,13.2,16.1,3.7,3.7,0,17.9,28.8,46
04-11-1981,14.7,13.4,14,25.6,25.6,0,18.8,31.7,34
05-11-1981,13.9,10.9,12.5,31,31,0,29.3,48.2,12
06-11-1981,11.1,9.1,10,14.1,14.1,0,31.3,52.9,24
07-11-1981,9,7.4,8.5,11.3,11.3,0,26.6,48.2,27
08-11-1981,9.5,5.4,7.9,0,0,0,19.8,33.5,14
09-11-1981,12.1,4.7,9.1,0,0,0,11.1,20.5,287
10-11-1981,13.3,5.8,9.8,0,0,0,10,18,29
11-11-1981,14.8,7.7,11.7,0,0,0,9.2,18.7,19
12-11-1981,14,10.4,12.3,0,0,0,5.6,11.5,138
13-11-1981,17.2,9.9,13.4,0,0,0,9.7,16.6,5
14-11-1981,18.8,11.5,15.3,3.6,3.6,0,5.9,13,90
15-11-1981,17,11.9,14.6,1.3,1.3,0,9.6,18.4,308
16-11-1981,17.6,8.1,13.7,0,0,0,30.2,48.2,20
17-11-1981,12.4,6.6,9.1,0,0,0,23.5,40.3,23
18-11-1981,14.1,7.2,10.8,0,0,0,10.8,20.9,73
19-11-1981,16.3,11.4,14,4.8,4.8,0,9.7,15.1,42
20-11-1981,14.7,12.2,13.2,8.4,8.4,0,18.4,29.5,14
21-11-1981,12.6,11.6,12.1,16.1,16.1,0,17.2,28.4,17
22-11-1981,13.4,11.2,12.2,5.9,5.9,0,15.8,24.5,357
23-11-1981,11.2,10.3,10.7,21,21,0,19.5,32.8,9
24-11-1981,11.2,10.1,10.5,34.3,34.3,0,15.7,29.9,5
25-11-1981,11.6,10.2,11.1,0.4,0.4,0,22.3,37.4,357
26-11-1981,11.3,9.5,10.5,1.8,1.8,0,24.9,42.5,4
27-11-1981,10.7,5.3,8.3,0,0,0,23.5,40,18
28-11-1981,10.6,5.6,7.7,0,0,0,18.1,33.1,25
29-11-1981,11.2,6.1,8.8,0,0,0,17.7,29.5,3
30-11-1981,12.1,4.7,8.7,0,0,0,23.8,38.9,16
01-12-1981,7.9,-0.2,4.4,0,0,0,27.6,47.2,29
02-12-1981,4.1,-0.2,1.8,0,0,0,23.8,41,23
03-12-1981,6.8,1.2,4.2,0,0,0,9.8,20.5,29
04-12-1981,11.3,4.2,7.8,0,0,0,21.3,34.2,358
05-12-1981,10.4,4.3,7.1,0,0,0,21.7,37.4,3
06-12-1981,10.6,2.5,6.2,0,0,0,13.9,24.1,331
07-12-1981,11.9,2.6,6.8,0,0,0,10.5,16.9,10
08-12-1981,12.4,3.5,8,0,0,0,13,21.2,20
09-12-1981,11.7,5.1,8,0,0,0,16.9,29.9,359
10-12-1981,12.1,3.9,7.7,0,0,0,11.9,21.2,352
11-12-1981,13.6,3.5,8.6,0,0,0,10.9,19.1,341
12-12-1981,13.1,5.9,9.3,0,0,0,22.5,37.1,18
13-12-1981,9.1,3.8,6.8,0,0,0,23.2,38.2,15
14-12-1981,9.1,3.7,6,0,0,0,18.4,33.8,17
15-12-1981,9.7,4,6.7,0,0,0,14.4,24.5,13
16-12-1981,10.8,4.5,8,0.6,0.6,0,15.7,26.6,5
17-12-1981,8.1,6.2,7.3,7.5,7.5,0,18.1,28.4,340
18-12-1981,6.8,0.5,4.8,0,0,0,21.3,36.7,333
19-12-1981,7.3,0.3,3.9,0,0,0,20.6,35.3,321
20-12-1981,8.5,2.8,5.4,0,0,0,8.3,16.2,181
21-12-1981,10.3,2,6.3,0,0,0,7.4,14.8,189
22-12-1981,13.1,1.4,6.9,0,0,0,9,16.2,243
23-12-1981,12.1,1.9,6.7,0,0,0,8.2,13.3,80
24-12-1981,12.5,1.8,7.4,0,0,0,8.4,18.7,68
25-12-1981,12.6,3.2,7.2,0,0,0,4.4,10.8,98
26-12-1981,13.8,4.7,8.8,0,0,0,6.9,12.2,124
27-12-1981,17.5,5.8,11,0,0,0,9.4,16.9,101
28-12-1981,18.2,7.3,12.8,0,0,0,29.3,47.5,14
29-12-1981,7.6,3.5,6.2,4,4,0,31.9,49.7,19
30-12-1981,3.7,2.4,3.2,2.2,2.2,0,23.1,39.2,358
31-12-1981,7.4,0.3,4.4,0,0,0,9.2,17.3,355
01-01-1982,8.7,1.5,4.5,0,0,0,8.7,17.3,7
02-01-1982,10.8,2.8,7.6,5.2,5.2,0,7.8,19.4,34
03-01-1982,10.1,6.4,8.4,9.5,9.5,0,20.9,33.5,350
04-01-1982,10.1,3.4,6.6,0,0,0,19.5,32.8,8
05-01-1982,9.7,2.3,5.4,0,0,0,11.8,23,15
06-01-1982,11.3,3,7.4,0,0,0,19,31,10
07-01-1982,10.4,2.6,6.4,0,0,0,15.7,29.5,1
08-01-1982,12.1,2.7,6.9,0,0,0,11.2,20.9,177
09-01-1982,14.6,2.3,7.8,0,0,0,12.2,17.3,153
10-01-1982,16.7,3,9.9,0,0,0,12.9,22.3,155
11-01-1982,19,5.8,13.1,0.5,0.5,0,27.8,46.8,44
12-01-1982,9.8,5.3,6.9,3.9,3.9,0,28.8,47.9,7
13-01-1982,6.2,4.2,5.5,8.1,8.1,0,18.7,32,7
14-01-1982,9.2,2.2,5.8,0,0,0,12.4,23.4,308
15-01-1982,11.1,0.7,6.6,0,0,0,25.6,41.4,23
16-01-1982,4.9,-0.8,2.1,0,0,0,21.3,37.8,23
17-01-1982,8.2,-0.6,4.5,0,0,0,14.8,26.3,3
18-01-1982,6,-1.9,2.2,0,0,0,14.2,26.6,39
19-01-1982,7.7,-1.2,4.9,0,0,0,7.8,18,69
20-01-1982,11.1,3.9,6.8,0,0,0,10.5,17.3,14
