time,temperature_2m_max(c),temperature_2m_min(c),temperature_2m_mean,precipitation_sum(mm),rain_sum(mm),snowfall_sum(cm),wind_speed_10m_max(km/h),wind_gusts_10m_max(km/h),wind_direction_10m_dominant
31-05-1987,30,24.2,26.6,14.2,14.2,0,24.8,51.8,175
01-06-1987,26.3,19.6,23.3,8.5,8.5,0,31,56.9,253
02-06-1987,30.6,23.1,26.7,0,0,0,13.1,24.1,189
03-06-1987,31.9,25.2,28.4,0,0,0,14.1,26.3,169
04-06-1987,32.2,25.4,28.2,0.4,0.4,0,18.7,36,172
05-06-1987,30.4,25.7,27.8,3.7,3.7,0,23.2,42.8,173
06-06-1987,30.8,16.8,23.4,27.3,27.3,0,29.7,47.9,340
07-06-1987,16.9,16.2,16.6,13.4,13.4,0,29.2,47.5,12
08-06-1987,24.5,17,20.9,0,0,0,13.5,25.2,11
09-06-1987,26.5,18.2,22.7,0,0,0,11.2,20.2,54
10-06-1987,28.4,21.4,24.6,0,0,0,13.1,24.8,105
11-06-1987,30.2,23.6,26.5,0,0,0,14.8,26.3,124
12-06-1987,31.2,25.2,28.1,0,0,0,16.2,28.1,110
13-06-1987,31.2,19.8,24.6,8.7,8.7,0,26.4,41.8,9
14-06-1987,21.4,19.7,20.5,24.5,24.5,0,25.1,43.9,11
15-06-1987,24,18,21.5,0.5,0.5,0,16.8,30.6,26
16-06-1987,27.8,21.8,24.4,0,0,0,12.2,24.1,20
17-06-1987,28.6,23.6,26.1,0,0,0,10.6,22,46
18-06-1987,30,25.4,27.6,0,0,0,11.6,19.8,25
19-06-1987,29.9,24.3,26.9,8.4,8.4,0,16.9,29.2,20
20-06-1987,29.9,25.4,27.5,18.2,18.2,0,12.5,27.4,46
21-06-1987,30.2,25.5,27.3,18.2,18.2,0,15.3,32,52
22-06-1987,30.5,26.1,27.7,15.5,15.5,0,15.1,33.8,58
23-06-1987,28.1,22.1,24.9,23.1,23.1,0,18.4,38.2,17
24-06-1987,27.2,21.5,24,0,0,0,20.5,34.6,21
25-06-1987,29.5,23,26.1,0,0,0,17.8,29.9,32
26-06-1987,27.7,24.5,25.6,8.3,8.3,0,11.2,23,12
27-06-1987,31,25.7,28.3,0.4,0.4,0,13.3,20.9,16
28-06-1987,26.9,22.9,24.6,39.8,39.8,0,18.9,36,9
29-06-1987,25.9,23.2,24.4,15.1,15.1,0,9,18.7,162
30-06-1987,26.2,24.2,25,11.1,11.1,0,13.8,21.6,65
01-07-1987,29,24.9,26.7,5.9,5.9,0,13.2,32.8,84
02-07-1987,31.3,25.5,27.7,15.3,15.3,0,16.2,32.8,184
03-07-1987,30.2,26.5,28.2,16.6,16.6,0,15.5,33.1,182
04-07-1987,31.5,27.6,29.1,3.1,3.1,0,23,36.7,196
05-07-1987,33,27.6,30.1,0,0,0,25.4,43.2,197
06-07-1987,32,27.2,29.5,0,0,0,24.9,45,202
07-07-1987,31.5,28.2,29.7,0.8,0.8,0,15.5,25.2,156
08-07-1987,31.5,27.8,29.6,0.6,0.6,0,23.4,42.5,179
09-07-1987,32.5,28,30.1,0,0,0,23.2,41.4,185
10-07-1987,33.7,28.4,30.7,0,0,0,23.5,39.6,195
11-07-1987,34.7,28.8,31.3,0.5,0.5,0,17.7,33.8,200
12-07-1987,35.5,28.1,31.3,2.2,2.2,0,14.4,28.8,305
13-07-1987,32.7,25,28.1,4.5,4.5,0,25,42.8,6
14-07-1987,28.8,25,26.3,1.6,1.6,0,24.5,42.5,8
15-07-1987,29.5,24.9,26.9,0.2,0.2,0,18.1,29.2,10
16-07-1987,32.3,26.6,29.8,1.8,1.8,0,9.5,23,94
17-07-1987,32.8,28.5,30,7.2,7.2,0,16.2,30.2,145
18-07-1987,33,28.6,30.7,0.5,0.5,0,21.4,38.2,181
19-07-1987,33.2,28.5,30.6,0.5,0.5,0,22.6,40,185
20-07-1987,33.6,28.8,31,0,0,0,18.8,34.6,179
21-07-1987,35,27.9,30.9,5.1,5.1,0,17.9,29.9,281
22-07-1987,29.8,21.9,25.6,44.2,44.2,0,22.2,36.7,339
23-07-1987,24,22.1,22.8,19.5,19.5,0,19.8,29.5,350
24-07-1987,28.6,22.7,25.2,0.5,0.5,0,11.1,20.5,170
25-07-1987,28.8,24.5,26.7,14.1,14.1,0,10.5,19.1,176
26-07-1987,25.6,24.4,25,63,63,0,12.7,38.9,37
27-07-1987,30.5,25.8,28,0.1,0.1,0,14.8,25.2,355
28-07-1987,31.9,26.2,28.7,3.4,3.4,0,15.8,27.7,213
29-07-1987,31.2,25.2,27.6,10.7,10.7,0,22.4,36.7,175
30-07-1987,30.5,26,27.8,2.2,2.2,0,22.5,40.7,184
31-07-1987,29.2,25.9,27.2,3,3,0,23.4,35.6,188
01-08-1987,31.4,27.1,28.7,4.5,4.5,0,23.5,47.5,193
02-08-1987,32.2,27.8,29.6,0,0,0,25.1,45,195
03-08-1987,33.2,28.1,30.3,0,0,0,25.4,41.8,196
04-08-1987,33.5,28.5,30.8,0,0,0,23,38.5,199
05-08-1987,34.4,29.1,31.5,0.2,0.2,0,15.6,27.7,192
06-08-1987,34.8,29,31.8,0.1,0.1,0,16.6,36,200
07-08-1987,28.8,25,27,8.1,8.1,0,18.2,32.8,274
08-08-1987,31.9,25.1,28.3,0,0,0,16.2,25.6,217
09-08-1987,32.2,26.2,28.8,0.2,0.2,0,10.6,22.3,163
10-08-1987,31.2,25.9,28,2.3,2.3,0,13.2,28.4,127
11-08-1987,30.5,25.5,28,0,0,0,8.8,18.4,123
12-08-1987,30,25,27.5,1.9,1.9,0,8.1,22.3,233
13-08-1987,29.2,25.8,27.4,3.2,3.2,0,9.7,22.7,117
14-08-1987,32,27,29.4,0.6,0.6,0,13.1,32.4,169
15-08-1987,30.6,26.2,27.7,8.5,8.5,0,12.4,30.2,217
16-08-1987,30.4,26.9,28.3,10.7,10.7,0,10.6,23.8,190
17-08-1987,30.5,26.9,28.2,5.7,5.7,0,14.1,23,176
18-08-1987,31.9,27.6,29.6,0.4,0.4,0,13.5,26.6,184
19-08-1987,32.7,27.8,29.9,0.6,0.6,0,13.5,25.6,173
20-08-1987,32,27.5,29.2,5.2,5.2,0,17.6,32.4,179
21-08-1987,32,28.1,29.6,1.1,1.1,0,20.1,36,191
22-08-1987,32.7,28.4,30,0,0,0,19.9,34.2,187
23-08-1987,32.5,27.9,30,0,0,0,21.8,38.2,194
24-08-1987,32.7,28.1,30,0,0,0,23.5,42.5,197
25-08-1987,33,28.5,30.3,0,0,0,21.6,37.4,189
26-08-1987,33.8,28.4,30.8,0,0,0,22.7,40.7,193
27-08-1987,33.9,28.8,30.9,0,0,0,23.7,41.8,201
28-08-1987,34.4,29.1,31.2,0.1,0.1,0,20.8,37.8,185
29-08-1987,31.3,25.7,28.1,19.8,19.8,0,16.9,29.9,70
30-08-1987,31,25,27.8,1,1,0,21.3,34.9,9
31-08-1987,32.2,26.5,28.7,0,0,0,10.1,18.4,53
01-09-1987,32.8,27.9,30.1,0,0,0,10.4,21.2,87
02-09-1987,33.2,28.1,30.4,0,0,0,13.4,25.9,105
03-09-1987,33.9,28.3,30.7,0.1,0.1,0,19.5,36.7,165
04-09-1987,34.1,23.9,28.2,16.6,16.6,0,17.7,36.7,291
05-09-1987,28.2,24,25.9,3.8,3.8,0,16.6,29.9,360
06-09-1987,29.2,23.6,26.3,0.5,0.5,0,17.5,31.3,19
07-09-1987,28.4,22.9,25.6,0.2,0.2,0,19.7,33.8,27
08-09-1987,28.1,22.2,25.1,0,0,0,19.6,33.1,26
09-09-1987,26.7,21,23.6,2.4,2.4,0,22.5,36,54
10-09-1987,23.5,20.4,21.7,5.1,5.1,0,29.5,49.3,17
11-09-1987,22.1,20.4,21.6,17.1,17.1,0,30.3,49.3,18
12-09-1987,28.5,22.4,25.3,1.1,1.1,0,20.9,35.3,11
13-09-1987,28.9,23.4,25.9,0,0,0,17,29.5,4
14-09-1987,30,24.4,26.8,0,0,0,14.8,27,7
15-09-1987,29.2,22.4,25.7,0.9,0.9,0,20.6,36,22
16-09-1987,27,20.5,23.7,0,0,0,19.7,34.2,23
17-09-1987,26.6,20,23.1,0,0,0,14.2,27,8
18-09-1987,28.2,21.5,24.3,0,0,0,9.2,16.9,190
19-09-1987,29.2,21.6,25.3,0,0,0,10,19.8,188
20-09-1987,29.1,21.5,24.9,0.1,0.1,0,16.6,28.8,197
21-09-1987,26,21.8,23.4,2.4,2.4,0,9,26.6,189
22-09-1987,28.3,22.7,25.4,0.4,0.4,0,10.9,21.6,28
23-09-1987,28.5,22.2,25.4,0,0,0,10.6,20.5,74
24-09-1987,26.4,21,23.5,10,10,0,8.6,18.4,112
25-09-1987,23.6,18.7,21.5,1.8,1.8,0,23.6,39.2,24
26-09-1987,22.7,17,19.8,0,0,0,19,33.8,39
27-09-1987,24.1,18.4,21.3,0,0,0,13,24.8,77
28-09-1987,26.2,20.9,23.6,0,0,0,10.4,16.9,34
29-09-1987,24.8,20.6,22.5,0,0,0,11.2,19.8,350
30-09-1987,27.2,20.7,23.7,0,0,0,13,23.8,12
01-10-1987,27.4,20,23.6,0,0,0,7.9,16.9,12
02-10-1987,28.6,20.6,24.5,0,0,0,5,11.2,346
03-10-1987,29.1,21.6,25.1,0,0,0,7,11.9,25
04-10-1987,28,21.1,24.2,0.8,0.8,0,16.2,26.3,192
05-10-1987,26.8,22.1,24.2,2.6,2.6,0,14.5,25.2,162
06-10-1987,23.8,22.1,22.9,27.2,27.2,0,9.5,29.2,111
07-10-1987,27.1,22.3,24.3,2.7,2.7,0,13.6,29.9,45
08-10-1987,26.7,22.4,24,0.1,0.1,0,14.9,28.4,89
09-10-1987,26.2,22.6,23.9,20.6,20.6,0,10.1,23.4,137
10-10-1987,25.6,22.1,23.4,7.8,7.8,0,9.3,20.2,109
11-10-1987,27,23.2,25,5.4,5.4,0,15.2,25.6,92
12-10-1987,24.4,22.8,23.4,60.5,60.5,0,16.4,32.4,126
13-10-1987,27.2,19.9,24.3,28,28,0,19.6,44.6,153
14-10-1987,20,17.9,19.1,2.4,2.4,0,20.2,45,317
15-10-1987,21.2,17.6,19.5,0.4,0.4,0,16,26.6,352
16-10-1987,22.5,18,19.9,0.9,0.9,0,14.4,25.2,5
17-10-1987,24,18.8,21.6,2.1,2.1,0,21.6,31.3,350
18-10-1987,18,14.2,15.3,7.8,7.8,0,23.1,37.1,347
19-10-1987,16.5,14.3,15.9,0.5,0.5,0,11.1,20.9,26
20-10-1987,15.8,13.9,14.9,20.7,20.7,0,17,27.7,26
21-10-1987,14.6,12.8,13.8,15,15,0,22.4,38.5,358
22-10-1987,14.6,12.8,14.1,3.2,3.2,0,21.8,38.9,15
23-10-1987,16,14.1,15.1,1.4,1.4,0,23.2,37.1,5
24-10-1987,19.6,13.9,16.4,0,0,0,26.2,44.6,14
25-10-1987,18.2,13.1,15.4,0,0,0,22.8,39.2,17
26-10-1987,20.6,13.6,16.9,0,0,0,14.8,27,9
27-10-1987,21.8,15.3,17.9,0,0,0,7.1,17.6,18
28-10-1987,24.1,16.5,20.9,0,0,0,8.6,16.6,154
29-10-1987,26.8,19.9,23,4.4,4.4,0,18,33.1,183
30-10-1987,26.1,16.9,20.7,4,4,0,24.7,38.2,22
31-10-1987,19.7,13.1,17.3,22.9,22.9,0,21.5,62.6,350
01-11-1987,13.1,10.1,11.6,20.5,20.5,0,22.8,45.7,339
02-11-1987,10.6,9.6,10,12.8,12.8,0,23,40,345
03-11-1987,14,9.9,11.8,0,0,0,13,27.4,3
04-11-1987,16.5,10.7,13.6,0.1,0.1,0,20.1,37.4,12
05-11-1987,13.5,10.7,12.1,3.7,3.7,0,18.8,36.4,28
06-11-1987,16.4,11.2,13.9,0,0,0,12,20.2,336
07-11-1987,17.7,10.4,14,0,0,0,20.2,35.3,16
08-11-1987,16.9,10.1,13.3,0,0,0,10,16.6,185
09-11-1987,19.5,10.1,14.5,0,0,0,10.6,19.1,163
10-11-1987,21.4,12.4,16.1,0,0,0,10.9,20.2,126
11-11-1987,23.2,13.8,18,0,0,0,9.5,19.1,14
12-11-1987,21.8,14.4,17.7,0,0,0,24.2,39.2,7
13-11-1987,17.6,12.8,15.1,0,0,0,25.2,45.4,22
14-11-1987,18.5,13.1,15.2,2.7,2.7,0,17.6,31,23
15-11-1987,14.6,13.2,14,1.1,1.1,0,12.2,22,351
16-11-1987,17.9,13.9,15.4,34.6,34.6,0,18.5,30.6,10
17-11-1987,15.4,13.2,14.3,2.7,2.7,0,19.1,36,360
18-11-1987,17.7,13,14.9,0,0,0,10,23,349
19-11-1987,18.5,12.3,15.1,0,0,0,11.6,22.3,10
20-11-1987,19.4,13,15.9,0,0,0,6.3,11.9,60
21-11-1987,20.4,14.5,16.9,0,0,0,9.4,18.7,4
22-11-1987,19.5,15.5,17.1,0.1,0.1,0,7.1,14.8,232
23-11-1987,19,15.6,17.2,0,0,0,10.9,18,26
24-11-1987,19.6,16,18.2,8,8,0,11.1,32,47
25-11-1987,22.9,18.2,20.3,1.9,1.9,0,8.8,32,101
26-11-1987,26.4,14.6,21.4,1.2,1.2,0,31.7,53.3,7
27-11-1987,13.6,2.2,6.7,9.6,9.6,0,42,72.4,12
28-11-1987,2.3,0.9,1.6,8.9,8.6,0.21,38.2,64.1,17
29-11-1987,4.6,1.4,2.8,0,0,0,29.1,52.9,20
30-11-1987,5.2,1.7,3.6,0,0,0,21.1,40,16
01-12-1987,5.2,0.1,2.6,0,0,0,28.8,50.4,26
02-12-1987,5.2,0.3,3.3,0,0,0,16.6,31,14
03-12-1987,9,3.2,5.6,0,0,0,19.3,33.5,13
04-12-1987,8.9,3.5,6.3,0,0,0,17.7,36,350
05-12-1987,8.9,1.6,5.4,0,0,0,24.1,42.5,345
06-12-1987,6.2,1.5,3.6,0,0,0,14.6,27.4,22
07-12-1987,7.6,2,5.1,0,0,0,7.2,16.6,351
08-12-1987,9.8,1.8,5.4,0,0,0,5.9,13.7,59
09-12-1987,10.9,2.3,6.2,0,0,0,5.9,14,149
10-12-1987,12.6,3.1,8.1,0,0,0,30.1,51.5,20
11-12-1987,6.3,1,3.7,0,0,0,30.7,54.7,15
12-12-1987,6.9,1.4,4.3,0,0,0,13.8,24.8,12
13-12-1987,8.1,3.5,5.4,0,0,0,18.3,32.4,14
14-12-1987,6.9,2,4.7,0,0,0,14.8,27,352
15-12-1987,10.9,2,6.2,0,0,0,9.1,16.6,232
16-12-1987,10.9,1.8,5.6,0,0,0,9.7,19.4,3
17-12-1987,12.4,2.4,7.2,0,0,0,10,16.2,22
18-12-1987,12.6,3.2,7.7,0,0,0,12,21.2,3
19-12-1987,13.9,5,9.1,0,0,0,13.2,20.5,350
20-12-1987,13.4,2.9,7.8,0,0,0,10.7,18.7,349
21-12-1987,12.8,3.2,7.2,0,0,0,11.3,15.5,170
22-12-1987,14.2,3.4,8.1,0,0,0,6,12.6,125
23-12-1987,15.5,3.5,8.8,0,0,0,11.9,15.8,154
24-12-1987,17.8,4.1,11.3,0,0,0,10.6,17.3,168
25-12-1987,17,5.2,10.2,0,0,0,8.6,15.8,1
26-12-1987,16.4,6,10.3,0,0,0,10.1,15.5,147
27-12-1987,20,6.7,13.9,0,0,0,14.1,19.1,183
28-12-1987,20.6,9.4,14.3,0,0,0,11.1,18.4,167
29-12-1987,20.1,8.2,13.7,0.5,0.5,0,29.3,51.1,12
30-12-1987,11.2,5.4,8,0,0,0,24.4,42.5,19
31-12-1987,14.4,5.7,10.1,0.5,0.5,0,11,19.8,116
01-01-1988,15.7,7.5,11,7.2,7.2,0,21.6,36.4,3
02-01-1988,11.8,7.6,9.8,0,0,0,18.8,32.4,22
03-01-1988,13.1,9.1,11,11.5,11.5,0,18.5,33.8,7
04-01-1988,8.7,4.7,6.9,5,5,0,26.9,45,13
05-01-1988,8.1,3.4,5.7,0,0,0,19.8,38.2,23
06-01-1988,9.1,3.7,7.3,1.7,1.7,0,10.9,23,49
07-01-1988,8.6,3,6.1,0,0,0,13,23,271
08-01-1988,9,4.2,6.7,0,0,0,18.9,32.4,27
09-01-1988,9.6,3.2,6.5,1.1,1.1,0,27.1,46.1,17
10-01-1988,8.6,3.5,5.7,0,0,0,19.5,34.9,18
11-01-1988,6.7,3.8,4.5,3.8,3.8,0,18.1,31,348
12-01-1988,6.7,2.3,5.1,0,0,0,8,15.1,168
13-01-1988,10.8,2.2,7.2,0,0,0,11.3,19.4,154
14-01-1988,12.1,6.8,9.7,0,0,0,16.2,26.6,3
15-01-1988,11.6,5.2,8.4,0.2,0.2,0,30.7,51.5,5
16-01-1988,5,2,3.3,3.1,3.1,0,32.1,53.3,8
17-01-1988,6.4,2.5,4.7,0.9,0.9,0,18,31.7,352
18-01-1988,5.9,-0.3,2.4,1.3,1.3,0,12.8,24.1,0
19-01-1988,6.3,0.6,3.1,0,0,0,9.4,19.4,352
20-01-1988,7.6,0.9,5.1,7.2,7.2,0,12.4,27.4,189
21-01-1988,12.6,4,9.1,1.7,1.7,0,14.9,24.8,355
22-01-1988,9.6,1.1,6.6,2.2,2.2,0,30.5,50,17
23-01-1988,4.1,1,2.3,0,0,0,23.4,40.7,23
24-01-1988,3.8,1.4,2.3,6,3.7,1.61,16.2,28.4,7
25-01-1988,4.8,1.5,3.5,2,2,0,14.3,25.2,360
26-01-1988,4.4,1.9,3.2,1.9,1.9,0,17.8,28.1,357
27-01-1988,8.4,2.1,6.1,0,0,0,8.7,18.7,348
28-01-1988,11.2,3.8,7.5,0,0,0,7.2,13.3,16
29-01-1988,12.8,4.4,9.5,6.1,6.1,0,20.3,34.6,5
30-01-1988,7.4,3.8,4.8,5.6,5.6,0,28.4,47.9,7
31-01-1988,10.1,4,7.4,0,0,0,15.1,29.9,12
01-02-1988,8.8,4.8,7.2,0.5,0.5,0,10.2,16.2,343
02-02-1988,12.4,4.4,8.1,0,0,0,18.4,30.6,16
03-02-1988,11.4,4.8,7.5,0,0,0,12.3,23,190
04-02-1988,17,6.4,12.8,0,0,0,21.6,36,185
05-02-1988,19.6,7.5,12,2.3,2.3,0,31.8,53.6,24
06-02-1988,7.4,2.6,5.3,9.6,9.6,0,29.5,48.6,28
07-02-1988,4.9,2.8,3.7,1.8,1.8,0,25.3,42.8,24
08-02-1988,8.6,3,6.4,0.7,0.7,0,17.3,32,32
09-02-1988,5.2,3.6,4.4,1.4,1.4,0,20.9,36,32
10-02-1988,7.2,3.3,5,0,0,0,18.1,34.2,29
11-02-1988,9.4,1.4,5.6,0,0,0,10.2,19.1,10
12-02-1988,10.5,2.8,8.2,0.2,0.2,0,9.1,19.8,6
13-02-1988,10.4,6.8,8.5,0,0,0,19.5,32,3
14-02-1988,10.2,4.4,7.2,0,0,0,24.7,41.8,20
15-02-1988,7.2,2.8,5.1,4.5,4.5,0,22.9,39.2,22
16-02-1988,2.7,0.2,1.5,12.2,4.6,5.39,27.6,46.4,13
17-02-1988,3.3,0.2,1.9,0,0,0,21.1,36,10
18-02-1988,6,1.6,3.4,0,0,0,16.9,29.9,17
19-02-1988,3,1.5,2.1,9.3,5.8,2.45,9.4,17.3,21
20-02-1988,6.8,2.2,3.9,0,0,0,15.2,27.4,13
21-02-1988,10.4,3,6,0,0,0,14.6,27,53
22-02-1988,13.2,4.2,9.4,4.6,4.6,0,17.3,27,1
23-02-1988,7.2,5.2,6.1,14.9,14.9,0,24.6,42.1,12
24-02-1988,5.1,4.2,4.5,16.3,16.3,0,22.8,38.5,13
25-02-1988,5.2,3.2,4.2,25.6,25.6,0,21.2,39.2,5
26-02-1988,3.8,3.2,3.5,30.3,30.3,0,21.6,36.4,3
27-02-1988,6.6,3.7,5.4,14.8,14.8,0,26.4,46.1,16
28-02-1988,4.6,3,3.9,14.6,14.6,0,22.4,45.7,348
29-02-1988,5.3,2.3,3.6,6,5.8,0.14,21.6,35.6,359
01-03-1988,7.4,2.7,4.5,1.9,1.9,0,20,37.1,9
02-03-1988,8.6,3.1,6,0.1,0.1,0,20.9,34.6,20
03-03-1988,8.1,3,5.8,0.5,0.5,0,21.3,37.4,28
04-03-1988,8.6,3.2,5.9,0,0,0,13.9,24.1,12
05-03-1988,11.1,4.3,7.9,0,0,0,13.8,22.7,7
06-03-1988,11.2,0.9,7,0,0,0,23.6,42.8,17
07-03-1988,6.9,1.2,4.6,0,0,0,19.6,34.2,8
08-03-1988,11,2.6,7.1,0,0,0,7.8,14.8,335
09-03-1988,12.8,5,8.7,0,0,0,7,11.9,79
10-03-1988,18.2,5.4,13.8,2.3,2.3,0,18,29.9,171
11-03-1988,18.9,12.6,14.9,2.2,2.2,0,17.4,29.9,90
12-03-1988,23.5,13.4,19.2,0,0,0,17.7,28.1,153
13-03-1988,26.1,19.4,22.5,0,0,0,20.1,39.2,174
14-03-1988,29,6.9,16.4,24.6,24.6,0,38.6,62.3,10
15-03-1988,7.2,2.8,5.4,30.1,30.1,0,34.1,59,22
16-03-1988,5.6,2.9,4.5,0.7,0.7,0,24.4,43.2,9
17-03-1988,8.2,3.6,6.2,0,0,0,18.1,29.2,10
18-03-1988,12.4,6.2,9.8,5.8,5.8,0,12.8,23.4,14
19-03-1988,11.4,8.6,9.6,1.2,1.2,0,20.2,34.6,21
20-03-1988,11.1,6.8,8.5,5.1,5.1,0,19.1,32.4,6
21-03-1988,7.6,6.8,7.2,9.9,9.9,0,21.1,36.4,357
22-03-1988,9.6,6.9,8.1,0,0,0,18.6,31.7,7
23-03-1988,12.8,7.3,10.6,7.4,7.4,0,16.9,30.6,34
24-03-1988,11.6,9.2,10.3,9.4,9.4,0,15.9,30.6,358
25-03-1988,11.2,6.9,9.3,5.5,5.5,0,19.6,33.1,10
26-03-1988,13.9,7.7,11.2,4.6,4.6,0,16.7,33.1,18
27-03-1988,10.6,8.1,9.5,28.7,28.7,0,19.5,32.4,6
28-03-1988,8.7,8.1,8.4,9.7,9.7,0,23.8,40,8
29-03-1988,9.4,8.3,8.9,2.1,2.1,0,22,37.4,13
30-03-1988,14.1,8.9,11.7,0,0,0,12.5,22.7,20
31-03-1988,17,11.4,14.4,0,0,0,8.3,17.3,7
01-04-1988,17.8,12.4,14.7,0.3,0.3,0,14,23.4,355
02-04-1988,17,11.1,13.8,0,0,0,15.8,27.4,5
03-04-1988,18.4,10.1,14.4,0,0,0,9,18.4,251
04-04-1988,22.1,12.4,17.6,0,0,0,12.4,22,89
05-04-1988,18.9,11.3,15.5,16.6,16.6,0,24.1,41,36
06-04-1988,11.1,7.2,8.8,8.9,8.9,0,32.6,55.8,2
07-04-1988,11.5,6.7,9,0,0,0,19.1,35.3,2
08-04-1988,17.6,9.4,13.1,0,0,0,8,15.1,18
09-04-1988,22,11.1,16.4,1.1,1.1,0,11.8,20.2,102
10-04-1988,17.8,13.6,15.3,5.7,5.7,0,18.4,32.8,171
11-04-1988,15.6,13.9,14.9,17.1,17.1,0,14.4,28.1,261
12-04-1988,20,10.4,15.4,0,0,0,18.1,32,358
13-04-1988,21.6,11.9,17.2,0,0,0,9.8,17.6,352
14-04-1988,24.2,14.6,19.2,0,0,0,14.7,24.8,33
15-04-1988,23.9,16.6,19.9,0,0,0,11.2,21.2,129
16-04-1988,24,17.6,20.6,3.5,3.5,0,17.7,29.2,170
17-04-1988,20.2,12.2,16.8,2.4,2.4,0,16.3,30.6,332
18-04-1988,23.4,13.5,19.2,0,0,0,22,34.6,193
19-04-1988,25,18.1,21.7,13.4,13.4,0,20.1,35.3,161
20-04-1988,26,18.3,22.4,0,0,0,24.8,38.9,22
21-04-1988,24.2,14.1,18.8,2.9,2.9,0,29.4,50.8,25
22-04-1988,17.5,13.6,15,0.7,0.7,0,11,17.6,213
23-04-1988,23.4,15.9,19.3,0,0,0,15.3,25.6,192
24-04-1988,25.4,17.2,21.3,0,0,0,11,21.6,45
25-04-1988,28.6,19.2,23.6,0.8,0.8,0,10.8,20.9,122
26-04-1988,24.5,19,21.4,1.1,1.1,0,15.2,23.8,355
27-04-1988,24.5,19.5,21.3,8.7,8.7,0,13,24.1,347
28-04-1988,24.4,18.2,21.2,0.2,0.2,0,10.6,20.2,261
29-04-1988,27.4,19.5,23.1,0,0,0,14,24.8,192
30-04-1988,29.1,21.2,24.8,0,0,0,19.6,32.8,186
01-05-1988,31.4,23.3,26.8,0,0,0,16.3,28.8,175
02-05-1988,32.5,25.5,28.6,0,0,0,18.7,32.8,180
03-05-1988,32.8,25.5,28.8,0,0,0,26.4,41,197
04-05-1988,28.5,24,25.7,22,22,0,21.7,34.6,60
05-05-1988,28.4,23.9,25.5,2.7,2.7,0,22.9,38.2,107
06-05-1988,31.4,24.6,28.3,8.1,8.1,0,27,59.8,193
07-05-1988,24.6,16.2,18.1,48.7,48.7,0,28.6,46.8,22
08-05-1988,18.7,15.6,16.8,54.7,54.7,0,20.2,33.8,24
09-05-1988,17,15.3,16.1,7.1,7.1,0,18.4,30.2,344
10-05-1988,21.6,16.8,19.1,13.9,13.9,0,17.5,31.3,8
11-05-1988,19.8,16.9,18.2,9,9,0,20.2,34.9,10
12-05-1988,24.2,17.3,20.4,2.9,2.9,0,16.7,31,91
13-05-1988,18.5,17.3,18,23.5,23.5,0,12.3,26.3,177
14-05-1988,23.4,17.1,20,0,0,0,13.5,23.4,230
15-05-1988,26.2,20.2,23.2,0,0,0,10,21.2,164
16-05-1988,29.3,21.6,25.4,0,0,0,10.1,22.3,126
17-05-1988,30.5,24.7,26.9,0,0,0,10.9,20.5,135
18-05-1988,27.6,23.9,25,33.2,33.2,0,26.3,49.3,180
19-05-1988,28.5,23.5,25.5,13.7,13.7,0,19.5,45,227
20-05-1988,26.4,24.1,25.2,37.1,37.1,0,20.9,33.5,73
21-05-1988,23.9,17.6,20.3,16,16,0,32,52.6,14
22-05-1988,23.5,18.4,20.6,0,0,0,18.3,34.2,15
23-05-1988,25.1,20.8,22.6,18.9,18.9,0,14.4,26.6,77
24-05-1988,23.3,21,21.9,11.2,11.2,0,12.1,21.2,44
25-05-1988,27.2,20.2,23.2,0.1,0.1,0,14,26.6,56
26-05-1988,26.1,21.2,23.6,0,0,0,14.7,25.2,20
27-05-1988,26.4,21.4,23.8,0,0,0,17.1,29.9,26
28-05-1988,26.6,21.4,23.4,0,0,0,16.9,29.9,21
29-05-1988,27.2,22.3,24.5,1.8,1.8,0,14.7,27,61
30-05-1988,25,22.2,23.5,23.7,23.7,0,12.6,28.1,13
31-05-1988,22.6,20,21.1,9.9,9.9,0,18.9,32,331
01-06-1988,27,19,23.3,0,0,0,18.1,28.8,350
02-06-1988,30.1,22.2,26,0,0,0,11.2,16.2,232
03-06-1988,32.2,23,27.5,0,0,0,11.4,20.5,174
04-06-1988,31.9,24.6,28.3,0,0,0,11.2,19.1,36
05-06-1988,32.7,24.7,28.7,0,0,0,11.3,20.2,55
06-06-1988,32.5,25.9,29.4,0,0,0,12.3,22,135
07-06-1988,32.8,26.9,29.7,0,0,0,20.3,35.6,192
08-06-1988,33,26.6,29.5,0,0,0,23.8,40,194
09-06-1988,33.5,27.5,30.2,0,0,0,21.5,37.1,196
10-06-1988,34.2,27.8,30.2,3.9,3.9,0,18,31,195
11-06-1988,31.5,25.6,27.9,65.4,65.4,0,13.3,41,321
12-06-1988,27.1,22.5,25.2,31.2,31.2,0,17.1,34.2,356
13-06-1988,26,23.3,24.6,6.7,6.7,0,11.3,21.2,130
14-06-1988,29,25.1,26.9,8.4,8.4,0,8.7,23.8,164
15-06-1988,29.6,25,27.1,16.9,16.9,0,14.8,35.3,264
16-06-1988,26.5,23.5,24.6,33.7,33.7,0,13.9,30.6,20
17-06-1988,25.8,22.8,24.3,28.6,28.6,0,14.7,24.1,32
18-06-1988,25.2,21.8,23.2,23.6,23.6,0,19.6,39.6,29
19-06-1988,24.6,22.2,23.5,66.6,66.6,0,9.7,36.4,18
